wkt_geom;LATITUDE;LONGITUDE;BRIGHTNESS;SCAN;TRACK;ACQ_DATE;ACQ_TIME;SATELLITE;INSTRUMENT;CONFIDENCE;VERSION;BRIGHT_T31;FRP;DAYNIGHT;TYPE
Point (14.4527000000000001 37.16700000000000159);37.167;14.4527;325;1.1;1;2023-02-03;1214;Aqua;MODIS;83;61.03;291.4;23.5;D;0
Point (14.45030000000000037 37.17600000000000193);37.176;14.4503;313.7;1.1;1;2023-02-03;1214;Aqua;MODIS;44;61.03;290.3;11.1;D;0
Point (15.02829999999999977 37.4333999999999989);37.4334;15.0283;310.3;1;1;2023-02-03;1214;Aqua;MODIS;70;61.03;294.9;8;D;0
Point (13.95120000000000005 37.29800000000000182);37.298;13.9512;304.1;1.1;1;2023-02-15;1232;Aqua;MODIS;58;61.03;291.2;5.6;D;0
Point (15.03190000000000026 37.43350000000000222);37.4335;15.0319;308.3;1;1;2023-02-17;1219;Aqua;MODIS;60;61.03;295;6;D;0
Point (15.02699999999999925 37.43849999999999767);37.4385;15.027;306;1;1;2023-02-24;1221;Aqua;MODIS;51;61.03;293.1;4.2;D;0
Point (14.39520000000000088 37.53190000000000026);37.5319;14.3952;306.8;1;1;2023-02-24;1221;Aqua;MODIS;62;61.03;292.6;5.7;D;0
Point (14.22289999999999921 37.67300000000000182);37.673;14.2229;301.8;1;1;2023-02-24;1221;Aqua;MODIS;44;61.03;289.9;2.9;D;0
Point (14.28570000000000029 37.70049999999999812);37.7005;14.2857;304.6;1;1;2023-02-24;1221;Aqua;MODIS;59;61.03;287.9;5.9;D;0
Point (13.89760000000000062 37.86440000000000339);37.8644;13.8976;305.4;1;1;2023-02-24;1221;Aqua;MODIS;61;61.03;289.2;5.6;D;0
Point (15.20919999999999916 38.79970000000000141);38.7997;15.2092;322;2.2;1.4;2023-02-27;2114;Terra;MODIS;92;61.03;278.4;0;N;1
Point (14.97760000000000069 37.95199999999999818);37.952;14.9776;302.7;1.3;1.1;2023-03-01;1236;Aqua;MODIS;53;61.03;285.8;9.5;D;0
Point (15.14780000000000015 37.18370000000000175);37.1837;15.1478;319.5;1.1;1.1;2023-03-05;1209;Aqua;MODIS;66;61.03;290.1;17.8;D;0
Point (14.35089999999999932 37.89110000000000156);37.8911;14.3509;303.6;1;1;2023-03-10;1224;Aqua;MODIS;49;61.03;292.6;4.2;D;0
Point (15.05969999999999942 37.41320000000000334);37.4132;15.0597;310.5;1.1;1;2023-03-12;1210;Aqua;MODIS;58;61.03;294.9;7.2;D;2
Point (15.03299999999999947 37.44210000000000349);37.4421;15.033;301.7;1;1;2023-03-15;2043;Terra;MODIS;44;61.03;279.8;8.1;N;0
Point (15.22700000000000031 37.9585000000000008);37.9585;15.227;303.1;2.4;1.5;2023-03-16;1143;Aqua;MODIS;55;61.03;284.9;24.6;D;0
Point (15.22129999999999939 37.96650000000000347);37.9665;15.2213;307.7;2.4;1.5;2023-03-16;1143;Aqua;MODIS;66;61.03;284.1;33.9;D;0
Point (15.03490000000000038 37.43780000000000285);37.4378;15.0349;307.3;1.1;1;2023-03-17;924;Terra;MODIS;54;61.03;294.8;5.6;D;2
Point (13.10720000000000063 37.63419999999999987);37.6342;13.1072;306.3;1;1;2023-03-17;1225;Aqua;MODIS;45;61.03;291.1;5.6;D;0
Point (15.25099999999999945 37.96099999999999852);37.961;15.251;302.9;1.1;1;2023-03-17;1225;Aqua;MODIS;54;61.03;290.4;4.8;D;0
Point (15.21620000000000061 38.80279999999999774);38.8028;15.2162;331.1;1.1;1.1;2023-03-24;123;Aqua;MODIS;100;61.03;283.8;0;N;1
Point (15.21209999999999951 38.79370000000000118);38.7937;15.2121;336;1.1;1.1;2023-03-24;123;Aqua;MODIS;100;61.03;281;0;N;1
Point (15.21059999999999945 38.79209999999999781);38.7921;15.2106;368.1;1.1;1;2023-03-24;1227;Aqua;MODIS;98;61.03;300;0;D;1
Point (15.20730000000000004 38.7978999999999985);38.7979;15.2073;339.6;1.5;1.2;2023-03-24;2019;Terra;MODIS;100;61.03;282.5;0;N;1
Point (14.29470000000000063 37.54350000000000165);37.5435;14.2947;323.6;1.5;1.2;2023-03-25;957;Terra;MODIS;72;61.03;271.7;41.3;D;2
Point (14.31049999999999933 37.54050000000000153);37.5405;14.3105;304.4;1.5;1.2;2023-03-25;957;Terra;MODIS;0;61.03;270.7;12.5;D;0
Point (15.21340000000000003 38.79319999999999879);38.7932;15.2134;340;1;1;2023-03-26;109;Aqua;MODIS;100;61.03;277.3;0;N;1
Point (15.21509999999999962 38.80219999999999914);38.8022;15.2151;351.8;1;1;2023-03-26;109;Aqua;MODIS;100;61.03;282.3;0;N;1
Point (14.47489999999999988 36.91129999999999711);36.9113;14.4749;330.8;1.1;1.1;2023-03-26;1213;Aqua;MODIS;83;61.03;300.7;28.2;D;0
Point (14.97139999999999915 37.94969999999999999);37.9497;14.9714;304.7;1.1;1;2023-03-26;1213;Aqua;MODIS;51;61.03;293.9;4.4;D;0
Point (15.19229999999999947 38.05019999999999669);38.0502;15.1923;306.8;1;1;2023-03-26;1213;Aqua;MODIS;60;61.03;296.5;5.4;D;0
Point (14.36599999999999966 37.88459999999999894);37.8846;14.366;316.1;1;1;2023-03-27;941;Terra;MODIS;76;61.03;290.4;14.8;D;0
Point (14.37710000000000043 37.88280000000000314);37.8828;14.3771;306.9;1;1;2023-03-27;941;Terra;MODIS;64;61.03;288.6;7.9;D;0
Point (14.90879999999999939 37.17620000000000147);37.1762;14.9088;309.3;1.1;1;2023-03-27;941;Terra;MODIS;63;61.03;294.8;7.4;D;0
Point (15.26810000000000045 37.85600000000000165);37.856;15.2681;306.2;1.6;1.2;2023-03-29;1241;Aqua;MODIS;40;61.03;293.7;6.9;D;0
Point (15.12379999999999924 38.09259999999999735);38.0926;15.1238;314.3;1.7;1.3;2023-03-31;908;Terra;MODIS;61;61.03;297.2;18.4;D;0
Point (15.13620000000000054 38.09329999999999927);38.0933;15.1362;311.1;1.7;1.3;2023-03-31;908;Terra;MODIS;46;61.03;298;13.7;D;2
Point (14.79289999999999949 38.00399999999999778);38.004;14.7929;304.9;1;1;2023-03-31;1227;Aqua;MODIS;50;61.03;282;6.8;D;0
Point (14.43870000000000076 36.99799999999999756);36.998;14.4387;315.6;1.1;1;2023-04-09;1214;Aqua;MODIS;64;61.03;297;9.9;D;0
Point (14.4914000000000005 37.1186000000000007);37.1186;14.4914;310.1;1.1;1;2023-04-22;926;Terra;MODIS;49;61.03;297.9;4.8;D;0
Point (15.21649999999999991 38.02009999999999934);38.0201;15.2165;307.2;1;1;2023-04-23;1215;Aqua;MODIS;57;61.03;292.9;5.2;D;0
Point (15.20509999999999984 38.01830000000000354);38.0183;15.2051;313.4;1;1;2023-04-23;1215;Aqua;MODIS;70;61.03;293.3;9.7;D;0
Point (14.81670000000000087 37.98610000000000042);37.9861;14.8167;332.9;3.1;1.7;2023-04-28;1015;Terra;MODIS;85;61.03;289.5;163.5;D;0
Point (14.81750000000000078 38.00019999999999953);38.0002;14.8175;314.2;3.1;1.7;2023-04-28;1015;Terra;MODIS;61;61.03;289.5;62.4;D;0
Point (14.80990000000000073 37.98640000000000327);37.9864;14.8099;330.3;3.1;1.7;2023-04-28;1015;Terra;MODIS;83;61.03;290;145.8;D;0
Point (14.80819999999999936 37.98210000000000264);37.9821;14.8082;324;1.1;1;2023-04-28;1229;Aqua;MODIS;80;61.03;292.8;19.7;D;0
Point (14.81859999999999999 37.99269999999999925);37.9927;14.8186;313.1;1.1;1;2023-04-28;1229;Aqua;MODIS;49;61.03;291.4;8.4;D;0
Point (14.80680000000000085 37.99119999999999919);37.9912;14.8068;339.6;1.1;1;2023-04-28;1229;Aqua;MODIS;91;61.03;296.5;42.2;D;0
Point (15.08290000000000042 37.71170000000000044);37.7117;15.0829;325.2;1;1;2023-05-07;1215;Aqua;MODIS;66;61.03;302;17.4;D;1
Point (13.24399999999999977 37.49640000000000128);37.4964;13.244;311.3;1.2;1.1;2023-05-07;1215;Aqua;MODIS;42;61.03;295.8;6;D;0
Point (13.23039999999999949 37.49399999999999977);37.494;13.2304;313.2;1.2;1.1;2023-05-07;1215;Aqua;MODIS;57;61.03;295;8.6;D;0
Point (15.0757999999999992 37.27590000000000003);37.2759;15.0758;314.7;1.2;1.1;2023-05-11;918;Terra;MODIS;64;61.03;303;7.2;D;0
Point (15.0343 37.43789999999999907);37.4379;15.0343;302.7;1.2;1.1;2023-05-12;126;Aqua;MODIS;51;61.03;281.4;10.2;N;0
Point (14.44089999999999918 36.99230000000000018);36.9923;14.4409;317.4;1.8;1.3;2023-05-24;958;Terra;MODIS;19;61.03;299.9;13.4;D;0
Point (15.02430000000000021 37.43820000000000192);37.4382;15.0243;322.2;1.1;1.1;2023-05-26;942;Terra;MODIS;77;61.03;301.5;12.1;D;0
Point (15.0367999999999995 37.43599999999999994);37.436;15.0368;329;1.1;1.1;2023-05-26;942;Terra;MODIS;83;61.03;302.3;20.3;D;2
Point (15.02839999999999954 37.43919999999999959);37.4392;15.0284;303.8;1;1;2023-05-26;2045;Terra;MODIS;57;61.03;287.9;6.7;N;0
Point (15.03759999999999941 37.44080000000000297);37.4408;15.0376;327.7;1.5;1.2;2023-05-30;909;Terra;MODIS;80;61.03;301.8;29.2;D;2
Point (15.02890000000000015 37.4375);37.4375;15.0289;312.4;1.2;1.1;2023-05-31;2053;Terra;MODIS;85;61.03;280.5;16.4;N;0
Point (14.53930000000000078 36.79569999999999652);36.7957;14.5393;320.7;1;1;2023-06-02;1228;Aqua;MODIS;0;61.03;303.9;4.2;D;2
Point (13.66469999999999985 37.3194999999999979);37.3195;13.6647;313.8;1;1;2023-06-07;942;Terra;MODIS;59;61.03;298.6;5.9;D;2
Point (13.92759999999999998 37.147199999999998);37.1472;13.9276;317.7;1.1;1;2023-06-07;942;Terra;MODIS;68;61.03;299.3;8;D;0
Point (15.10839999999999961 36.71629999999999683);36.7163;15.1084;325.6;1;1;2023-06-09;1227;Aqua;MODIS;0;61.03;305.9;10.8;D;2
Point (14.97090000000000032 36.78999999999999915);36.79;14.9709;322.8;1;1;2023-06-09;1227;Aqua;MODIS;76;61.03;306.3;7.2;D;0
Point (14.48530000000000051 36.97910000000000252);36.9791;14.4853;320.2;1.4;1.2;2023-06-12;950;Terra;MODIS;72;61.03;300.8;8.2;D;0
Point (12.65789999999999971 37.75169999999999959);37.7517;12.6579;321.1;1.6;1.2;2023-06-12;1255;Aqua;MODIS;74;61.03;302.2;15.2;D;0
Point (14.41200000000000081 36.98109999999999786);36.9811;14.412;326.1;1;1;2023-06-16;1227;Aqua;MODIS;79;61.03;305.5;9.6;D;0
Point (12.69340000000000046 37.71099999999999852);37.711;12.6934;323.3;1.5;1.2;2023-06-18;1213;Aqua;MODIS;75;61.03;307.4;16.6;D;0
Point (12.67730000000000068 37.70790000000000219);37.7079;12.6773;323.7;1.5;1.2;2023-06-18;1213;Aqua;MODIS;75;61.03;307.7;17.3;D;0
Point (12.52500000000000036 37.78119999999999834);37.7812;12.525;332.7;1;1;2023-06-19;941;Terra;MODIS;82;61.03;309.5;19.1;D;0
Point (13.71209999999999951 37.63709999999999667);37.6371;13.7121;323.9;2.1;1.4;2023-06-20;1158;Aqua;MODIS;73;61.03;307.1;26.5;D;0
Point (13.68870000000000076 37.63219999999999743);37.6322;13.6887;326.7;2.1;1.4;2023-06-20;1158;Aqua;MODIS;77;61.03;306.6;37.1;D;0
Point (13.66000000000000014 37.22279999999999944);37.2228;13.66;323.3;1.1;1.1;2023-06-21;925;Terra;MODIS;45;61.03;305.9;8.3;D;0
Point (15.24939999999999962 37.23649999999999949);37.2365;15.2494;311.8;1;1;2023-06-21;925;Terra;MODIS;22;61.03;301.1;7.7;D;3
Point (13.67239999999999966 37.22129999999999939);37.2213;13.6724;325.8;1.1;1.1;2023-06-21;925;Terra;MODIS;64;61.03;306.5;11.1;D;0
Point (14.6465999999999994 37.16550000000000153);37.1655;14.6466;328.1;1.2;1.1;2023-06-21;1240;Aqua;MODIS;65;61.03;309.2;15.1;D;0
Point (14.64119999999999955 37.16519999999999868);37.1652;14.6412;327.4;1.2;1.1;2023-06-21;1240;Aqua;MODIS;54;61.03;309.6;13.2;D;0
Point (13.44430000000000014 38.03829999999999956);38.0383;13.4443;321.9;1;1;2023-06-23;1226;Aqua;MODIS;54;61.03;308;6.4;D;2
Point (14.60849999999999937 37.16770000000000351);37.1677;14.6085;329.7;1;1;2023-06-23;1226;Aqua;MODIS;69;61.03;312.9;10.3;D;0
Point (14.61960000000000015 37.16929999999999978);37.1693;14.6196;359.8;1;1;2023-06-23;1226;Aqua;MODIS;99;61.03;315.3;67.5;D;0
Point (13.99290000000000056 37.29829999999999757);37.2983;13.9929;338;1;1;2023-06-23;1226;Aqua;MODIS;82;61.03;316.4;19.6;D;0
Point (12.76629999999999932 37.7751000000000019);37.7751;12.7663;326.4;1;1;2023-06-23;1226;Aqua;MODIS;70;61.03;310.5;8.8;D;0
Point (12.7546999999999997 37.77329999999999899);37.7733;12.7547;326.4;1;1;2023-06-23;1226;Aqua;MODIS;70;61.03;310.9;8.8;D;0
Point (13.69020000000000081 37.209699999999998);37.2097;13.6902;324.8;1;1;2023-06-26;932;Terra;MODIS;71;61.03;307.7;8.3;D;0
Point (14.67169999999999952 36.88210000000000122);36.8821;14.6717;328.5;1;1;2023-06-26;933;Terra;MODIS;77;61.03;300.6;17.6;D;0
Point (13.94069999999999965 37.12489999999999668);37.1249;13.9407;326.8;1.7;1.3;2023-06-26;1254;Aqua;MODIS;80;61.03;306.2;22.7;D;0
Point (14.37579999999999991 37.25659999999999883);37.2566;14.3758;319.9;1.9;1.3;2023-06-26;1254;Aqua;MODIS;61;61.03;301.3;15.9;D;0
Point (14.37390000000000079 37.26850000000000307);37.2685;14.3739;330;1.9;1.3;2023-06-26;1254;Aqua;MODIS;83;61.03;301.6;45.1;D;0
Point (13.9894999999999996 37.24980000000000047);37.2498;13.9895;319.2;2.9;1.6;2023-06-27;1013;Terra;MODIS;71;61.03;305.8;30.4;D;0
Point (14.32370000000000054 37.08919999999999817);37.0892;14.3237;334.1;1.3;1.1;2023-06-28;916;Terra;MODIS;80;61.03;310;26.5;D;0
Point (14.31780000000000008 37.09000000000000341);37.09;14.3178;329.7;1.3;1.1;2023-06-28;916;Terra;MODIS;73;61.03;310.7;18.9;D;0
Point (13.93950000000000067 37.22950000000000159);37.2295;13.9395;332.5;1.1;1.1;2023-06-28;1239;Aqua;MODIS;74;61.03;314.3;16.6;D;0
Point (13.95780000000000065 37.30349999999999966);37.3035;13.9578;328.4;1.1;1.1;2023-06-28;1239;Aqua;MODIS;63;61.03;314;10.3;D;0
Point (13.25619999999999976 37.47270000000000323);37.4727;13.2562;317.4;1.5;1.2;2023-06-29;957;Terra;MODIS;42;61.03;303.8;9.9;D;0
Point (15.28190000000000026 37.01970000000000027);37.0197;15.2819;321;2;1.4;2023-06-29;957;Terra;MODIS;47;61.03;304.9;19.2;D;0
Point (14.34009999999999962 37.03900000000000148);37.039;14.3401;323.3;1.7;1.3;2023-06-29;957;Terra;MODIS;66;61.03;305.1;19;D;0
Point (12.71090000000000053 37.69050000000000011);37.6905;12.7109;324.3;1.1;1;2023-06-30;1225;Aqua;MODIS;69;61.03;308.5;7.9;D;0
Point (13.96990000000000087 37.36999999999999744);37.37;13.9699;346.9;1;1;2023-06-30;1225;Aqua;MODIS;91;61.03;311.2;39.8;D;0
Point (13.95870000000000033 37.36829999999999785);37.3683;13.9587;333;1;1;2023-06-30;1225;Aqua;MODIS;76;61.03;311.7;16.2;D;0
Point (12.72279999999999944 37.69250000000000256);37.6925;12.7228;324.5;1.1;1;2023-06-30;1225;Aqua;MODIS;70;61.03;308.7;8.6;D;0
Point (14.05499999999999972 37.23469999999999658);37.2347;14.055;312.4;3.9;1.8;2023-07-02;1021;Terra;MODIS;28;61.03;290.8;27.1;D;0
Point (14.04809999999999981 37.22809999999999775);37.2281;14.0481;314.1;3.9;1.8;2023-07-02;1021;Terra;MODIS;57;61.03;290.6;39.7;D;0
Point (14.23070000000000057 37.32880000000000109);37.3288;14.2307;316.9;4;1.9;2023-07-02;1021;Terra;MODIS;54;61.03;291.3;64.8;D;0
Point (13.83680000000000021 37.16329999999999956);37.1633;13.8368;375.6;1.1;1;2023-07-05;1238;Aqua;MODIS;94;61.03;313;135.8;D;0
Point (14.42869999999999919 36.94290000000000163);36.9429;14.4287;330.7;1.1;1.1;2023-07-05;1238;Aqua;MODIS;83;61.03;311;13.3;D;0
Point (13.95279999999999987 37.20649999999999835);37.2065;13.9528;340.1;1.1;1;2023-07-05;1238;Aqua;MODIS;84;61.03;315.4;26.6;D;0
Point (12.87570000000000014 37.59949999999999903);37.5995;12.8757;328.1;1;1;2023-07-05;1238;Aqua;MODIS;63;61.03;310.4;7.8;D;0
Point (13.82479999999999976 37.1617999999999995);37.1618;13.8248;340.4;1.1;1;2023-07-05;1238;Aqua;MODIS;73;61.03;312.2;31.4;D;0
Point (13.96490000000000009 37.20799999999999841);37.208;13.9649;331.7;1.1;1;2023-07-05;1238;Aqua;MODIS;71;61.03;314.1;12.1;D;0
Point (13.85180000000000078 37.17549999999999955);37.1755;13.8518;311.6;2.4;1.5;2023-07-05;2010;Terra;MODIS;83;61.03;294.4;34.2;N;0
Point (15.03439999999999976 37.4380999999999986);37.4381;15.0344;324.6;1;1;2023-07-07;121;Aqua;MODIS;100;61.03;291.9;24.1;N;0
Point (14.35679999999999978 36.99949999999999761);36.9995;14.3568;327.4;1;1;2023-07-07;1224;Aqua;MODIS;0;61.03;310.5;6.1;D;0
Point (15.09270000000000067 36.97099999999999653);36.971;15.0927;327.3;1;1;2023-07-07;1224;Aqua;MODIS;37;61.03;310.2;7;D;0
Point (14.42379999999999995 37.00979999999999848);37.0098;14.4238;332.4;1;1;2023-07-07;1224;Aqua;MODIS;69;61.03;316.3;11.6;D;0
Point (14.38390000000000057 37.10479999999999734);37.1048;14.3839;332.7;1;1;2023-07-07;1224;Aqua;MODIS;73;61.03;314.6;12.6;D;0
Point (14.35999999999999943 37.17589999999999861);37.1759;14.36;331.8;1;1;2023-07-07;1224;Aqua;MODIS;71;61.03;315.4;12.4;D;0
Point (15.12359999999999971 37.29890000000000327);37.2989;15.1236;331;1;1;2023-07-07;1224;Aqua;MODIS;47;61.03;312.8;12.1;D;0
Point (15.11250000000000071 37.29719999999999658);37.2972;15.1125;331.7;1;1;2023-07-07;1224;Aqua;MODIS;62;61.03;312.8;12.5;D;0
Point (15.06230000000000047 37.27040000000000219);37.2704;15.0623;324.4;1;1;2023-07-08;931;Terra;MODIS;55;61.03;305.3;7;D;0
Point (13.94940000000000069 37.39699999999999847);37.397;13.9494;332.3;1;1;2023-07-08;932;Terra;MODIS;80;61.03;306.9;16.7;D;0
Point (13.70609999999999928 37.22849999999999682);37.2285;13.7061;325;1;1;2023-07-08;932;Terra;MODIS;66;61.03;307.6;7.1;D;0
Point (12.57959999999999923 37.86889999999999645);37.8689;12.5796;320.8;2.2;1.5;2023-07-08;1306;Aqua;MODIS;69;61.03;301.1;21.9;D;0
Point (12.81310000000000038 37.67880000000000251);37.6788;12.8131;304.7;1.2;1.1;2023-07-08;2034;Terra;MODIS;61;61.03;293.6;5.7;N;0
Point (12.56550000000000011 37.89560000000000173);37.8956;12.5655;304.7;1.2;1.1;2023-07-08;2034;Terra;MODIS;54;61.03;294.6;4.9;N;0
Point (12.55189999999999984 37.89330000000000354);37.8933;12.5519;310.5;1.2;1.1;2023-07-08;2034;Terra;MODIS;78;61.03;295;10.2;N;0
Point (12.53819999999999979 37.89090000000000202);37.8909;12.5382;306.6;1.2;1.1;2023-07-08;2034;Terra;MODIS;64;61.03;295.2;6.5;N;0
Point (14.58750000000000036 37.26059999999999661);37.2606;14.5875;305.6;1.1;1;2023-07-08;2034;Terra;MODIS;64;61.03;293.5;5.7;N;0
Point (12.63610000000000078 37.85360000000000014);37.8536;12.6361;326.5;1.6;1.3;2023-07-09;1210;Aqua;MODIS;68;61.03;307.1;20.7;D;0
Point (14.88749999999999929 37.31269999999999953);37.3127;14.8875;326;1.3;1.1;2023-07-09;1210;Aqua;MODIS;57;61.03;308.4;11;D;0
Point (14.15039999999999942 37.3423000000000016);37.3423;14.1504;336.9;1.4;1.2;2023-07-09;1210;Aqua;MODIS;81;61.03;313.9;30.1;D;0
Point (14.13490000000000002 37.33930000000000149);37.3393;14.1349;329;1.4;1.2;2023-07-09;1210;Aqua;MODIS;67;61.03;314.3;12.8;D;0
Point (13.74220000000000041 37.70420000000000016);37.7042;13.7422;337.5;1.4;1.2;2023-07-09;1210;Aqua;MODIS;85;61.03;313.5;34.4;D;0
Point (14.01140000000000008 37.16040000000000276);37.1604;14.0114;333.8;1.6;1.2;2023-07-10;1252;Aqua;MODIS;86;61.03;308.8;34.1;D;0
Point (14.00409999999999933 37.16129999999999711);37.1613;14.0041;339.6;1.6;1.2;2023-07-10;1252;Aqua;MODIS;84;61.03;308.9;52;D;0
Point (13.99179999999999957 37.16969999999999885);37.1697;13.9918;331;1.6;1.2;2023-07-10;1252;Aqua;MODIS;84;61.03;307.1;26.2;D;0
Point (14.00980000000000025 37.17150000000000176);37.1715;14.0098;333.3;1.6;1.2;2023-07-10;1252;Aqua;MODIS;85;61.03;307.9;33.1;D;0
Point (13.99269999999999925 37.15849999999999653);37.1585;13.9927;332.7;1.6;1.2;2023-07-10;1252;Aqua;MODIS;85;61.03;307.6;30.1;D;0
Point (14.00280000000000058 37.17249999999999943);37.1725;14.0028;333;1.6;1.2;2023-07-10;1252;Aqua;MODIS;75;61.03;307.9;31.9;D;0
Point (14.35660000000000025 37.15180000000000149);37.1518;14.3566;328.8;1.7;1.3;2023-07-11;956;Terra;MODIS;71;61.03;312.8;20;D;0
Point (14.37410000000000032 37.14829999999999899);37.1483;14.3741;327.3;1.7;1.3;2023-07-11;956;Terra;MODIS;62;61.03;311.1;16.5;D;0
Point (13.93640000000000079 37.37449999999999761);37.3745;13.9364;345.4;1.6;1.2;2023-07-11;956;Terra;MODIS;90;61.03;313.5;71.9;D;0
Point (13.91900000000000048 37.37780000000000058);37.3778;13.919;327.6;1.6;1.2;2023-07-11;956;Terra;MODIS;68;61.03;312.7;18.4;D;0
Point (12.97600000000000087 37.85710000000000264);37.8571;12.976;330.9;1.4;1.2;2023-07-11;956;Terra;MODIS;75;61.03;312.4;19.2;D;0
Point (12.96110000000000007 37.8597999999999999);37.8598;12.9611;325.2;1.4;1.2;2023-07-11;956;Terra;MODIS;32;61.03;310.6;8.7;D;0
Point (12.96649999999999991 37.8562999999999974);37.8563;12.9665;338.6;1.4;1.2;2023-07-11;956;Terra;MODIS;85;61.03;312;36.4;D;0
Point (12.96879999999999988 37.87129999999999797);37.8713;12.9688;336.3;2.6;1.5;2023-07-11;1156;Aqua;MODIS;84;61.03;308.7;89.2;D;0
Point (12.94059999999999988 37.86489999999999867);37.8649;12.9406;331.8;2.6;1.5;2023-07-11;1156;Aqua;MODIS;79;61.03;308.7;65.7;D;0
Point (12.96209999999999951 37.87700000000000244);37.877;12.9621;340.8;2.6;1.5;2023-07-11;1156;Aqua;MODIS;88;61.03;307.9;119.1;D;0
Point (12.93399999999999928 37.87049999999999983);37.8705;12.934;327.1;2.6;1.5;2023-07-11;1156;Aqua;MODIS;72;61.03;308.3;43.8;D;0
Point (13.77040000000000042 37.22460000000000235);37.2246;13.7704;333.5;1.1;1;2023-07-12;1237;Aqua;MODIS;70;61.03;316.1;13.6;D;0
Point (14.92880000000000074 37.37930000000000064);37.3793;14.9288;328.9;1.2;1.1;2023-07-12;1237;Aqua;MODIS;45;61.03;313.3;7.1;D;0
Point (13.56630000000000003 37.42660000000000053);37.4266;13.5663;334.2;1.1;1;2023-07-12;1237;Aqua;MODIS;72;61.03;316.7;14.9;D;0
Point (12.54250000000000043 37.98349999999999937);37.9835;12.5425;324.4;1;1;2023-07-13;939;Terra;MODIS;46;61.03;309.7;7.9;D;2
Point (14.97499999999999964 36.70790000000000219);36.7079;14.975;323.9;1;1;2023-07-14;1223;Aqua;MODIS;0;61.03;311.4;5.5;D;0
Point (14.96390000000000065 36.7062000000000026);36.7062;14.9639;327.9;1;1;2023-07-14;1223;Aqua;MODIS;0;61.03;311.9;10.1;D;0
Point (14.88860000000000028 37.32459999999999667);37.3246;14.8886;333.3;1;1;2023-07-14;1223;Aqua;MODIS;71;61.03;320.6;9;D;0
Point (13.4955999999999996 37.82999999999999829);37.83;13.4956;331.2;1.1;1;2023-07-14;1223;Aqua;MODIS;42;61.03;315.6;11.6;D;0
Point (13.50450000000000017 37.84080000000000155);37.8408;13.5045;334.2;1.1;1;2023-07-14;1223;Aqua;MODIS;66;61.03;315.4;14.8;D;0
Point (14.5431000000000008 37.0069999999999979);37.007;14.5431;333.6;1.1;1;2023-07-15;923;Terra;MODIS;74;61.03;317.9;12.3;D;0
Point (13.74399999999999977 37.35730000000000217);37.3573;13.744;326.7;2.5;1.5;2023-07-15;1305;Aqua;MODIS;80;61.03;313.5;26.9;D;0
Point (14.35299999999999976 37.07509999999999906);37.0751;14.353;326.4;2.7;1.6;2023-07-15;1305;Aqua;MODIS;80;61.03;312.7;30.8;D;0
Point (12.59859999999999935 37.86290000000000333);37.8629;12.5986;333.7;2.1;1.4;2023-07-15;1305;Aqua;MODIS;81;61.03;314.3;45.8;D;0
Point (13.33900000000000041 38.03529999999999944);38.0353;13.339;324.5;2.4;1.5;2023-07-15;1305;Aqua;MODIS;69;61.03;308;35;D;0
Point (14.37299999999999933 37.16910000000000025);37.1691;14.373;307.2;1.3;1.1;2023-07-15;2025;Terra;MODIS;70;61.03;293.5;9.8;N;0
Point (14.16510000000000069 37.18350000000000222);37.1835;14.1651;325.9;2.2;1.4;2023-07-16;1003;Terra;MODIS;61;61.03;311.3;25;D;0
Point (13.71940000000000026 37.24000000000000199);37.24;13.7194;326.1;2.1;1.4;2023-07-16;1003;Terra;MODIS;62;61.03;311;23.6;D;0
Point (13.71219999999999928 37.23799999999999955);37.238;13.7122;328.1;2.1;1.4;2023-07-16;1003;Terra;MODIS;81;61.03;311.4;29.8;D;0
Point (12.80410000000000004 37.73760000000000048);37.7376;12.8041;324.2;1.8;1.3;2023-07-16;1003;Terra;MODIS;53;61.03;311.4;14.3;D;0
Point (13.87260000000000026 37.31980000000000075);37.3198;13.8726;329.6;1.5;1.2;2023-07-16;1209;Aqua;MODIS;58;61.03;314.5;17.1;D;0
Point (14.16460000000000008 37.17730000000000246);37.1773;14.1646;329.2;1.5;1.2;2023-07-16;1209;Aqua;MODIS;56;61.03;315.3;15.8;D;0
Point (14.16230000000000011 37.18780000000000285);37.1878;14.1623;345;1.5;1.2;2023-07-16;1209;Aqua;MODIS;88;61.03;316.1;57.6;D;0
Point (14.23399999999999999 37.31700000000000017);37.317;14.234;337;1.4;1.2;2023-07-16;1209;Aqua;MODIS;78;61.03;318;28.3;D;0
Point (14.22739999999999938 37.32139999999999702);37.3214;14.2274;334;1.4;1.2;2023-07-16;1209;Aqua;MODIS;68;61.03;318.9;19.5;D;0
Point (13.09559999999999924 37.86030000000000229);37.8603;13.0956;329.8;1.6;1.2;2023-07-16;1209;Aqua;MODIS;71;61.03;315.8;15.7;D;0
Point (12.95309999999999917 37.95320000000000249);37.9532;12.9531;317.8;1.4;1.2;2023-07-16;2106;Terra;MODIS;95;61.03;298.9;22.9;N;0
Point (12.9632000000000005 37.94619999999999749);37.9462;12.9632;327.8;1.6;1.2;2023-07-17;147;Aqua;MODIS;100;61.03;298.7;48.9;N;0
Point (12.94679999999999964 37.94939999999999714);37.9494;12.9468;309.7;1.6;1.2;2023-07-17;147;Aqua;MODIS;78;61.03;295.7;15.8;N;0
