wkt_geom;LATITUDE;LONGITUDE;BRIGHTNESS;SCAN;TRACK;ACQ_DATE;ACQ_TIME;SATELLITE;INSTRUMENT;CONFIDENCE;VERSION;BRIGHT_T31;FRP;DAYNIGHT;TYPE
Point (14.19810000000000016 37.98429999999999751);37.9843;14.1981;302.6;1.2;1.1;2001-01-07;1024;Terra;MODIS;53;6.03;289.9;6.8;D;0
Point (13.48310000000000031 38.09960000000000235);38.0996;13.4831;301.1;1.1;1.1;2001-02-24;1023;Terra;MODIS;0;6.03;288;5.4;D;0
Point (14.17329999999999934 37.98790000000000333);37.9879;14.1733;301.4;1;1;2001-03-14;1010;Terra;MODIS;29;6.03;289.1;3.6;D;0
Point (14.85769999999999946 37.16159999999999997);37.1616;14.8577;310.4;1.2;1.1;2001-03-25;951;Terra;MODIS;24;6.03;299.8;4.6;D;0
Point (14.91389999999999993 37.68930000000000291);37.6893;14.9139;304.9;1.1;1.1;2001-04-06;1015;Terra;MODIS;56;6.03;291.5;3.8;D;1
Point (14.42880000000000074 37.40740000000000265);37.4074;14.4288;318;1.8;1.3;2001-04-11;1034;Terra;MODIS;78;6.03;289.2;35.7;D;0
Point (14.43290000000000006 37.40180000000000149);37.4018;14.4329;313.6;1.8;1.3;2001-04-11;1034;Terra;MODIS;73;6.03;289;25.5;D;0
Point (14.61159999999999926 36.83749999999999858);36.8375;14.6116;310.4;1.1;1;2001-04-17;957;Terra;MODIS;36;6.03;297;5.5;D;0
Point (15.27519999999999989 38.20100000000000051);38.201;15.2752;316.7;1;1;2001-05-01;1009;Terra;MODIS;46;6.03;302.8;7.5;D;2
Point (14.37809999999999988 37.07520000000000238);37.0752;14.3781;310.2;1.9;1.4;2001-05-14;938;Terra;MODIS;24;6.03;290.9;12.9;D;0
Point (15.27800000000000047 38.20139999999999958);38.2014;15.278;316.6;1;1;2001-05-17;1009;Terra;MODIS;32;6.03;300.4;4.7;D;2
Point (14.52669999999999995 37.34740000000000038);37.3474;14.5267;326.7;1.3;1.1;2001-05-28;950;Terra;MODIS;75;6.03;305.6;20.2;D;0
Point (14.54069999999999929 37.34590000000000032);37.3459;14.5407;330.7;1.3;1.1;2001-05-28;950;Terra;MODIS;80;6.03;307.1;27.1;D;0
Point (14.53480000000000061 37.34649999999999892);37.3465;14.5348;334.7;1.3;1.1;2001-05-28;950;Terra;MODIS;84;6.03;307.3;35.1;D;0
Point (14.38860000000000028 37.23029999999999973);37.2303;14.3886;344.5;1.9;1.3;2001-05-29;1033;Terra;MODIS;91;6.03;306.7;105.4;D;0
Point (14.38519999999999932 37.21860000000000213);37.2186;14.3852;319.4;1.9;1.3;2001-05-29;1033;Terra;MODIS;60;6.03;306.7;19.4;D;0
Point (14.38150000000000084 37.22509999999999764);37.2251;14.3815;338.3;1.9;1.3;2001-05-29;1033;Terra;MODIS;87;6.03;307.4;76.8;D;0
Point (14.40160000000000018 37.22109999999999985);37.2211;14.4016;326.1;1.9;1.3;2001-05-29;1033;Terra;MODIS;74;6.03;306.4;34.2;D;0
Point (12.86020000000000074 37.96909999999999741);37.9691;12.8602;324.3;1.1;1;2001-05-31;1021;Terra;MODIS;66;6.03;307.8;11.6;D;0
Point (12.87240000000000073 37.96710000000000207);37.9671;12.8724;341.5;1.1;1;2001-05-31;1021;Terra;MODIS;89;6.03;308.1;38.5;D;0
Point (14.18050000000000033 37.36299999999999955);37.363;14.1805;332.7;1.2;1.1;2001-05-31;1021;Terra;MODIS;80;6.03;311.6;23;D;0
Point (13.72710000000000008 37.21640000000000015);37.2164;13.7271;321.3;1.2;1.1;2001-05-31;1021;Terra;MODIS;57;6.03;308;9.1;D;0
Point (14.47819999999999929 36.98930000000000007);36.9893;14.4782;327;1.3;1.1;2001-05-31;1021;Terra;MODIS;71;6.03;309.6;13;D;0
Point (14.49210000000000065 36.98680000000000234);36.9868;14.4921;333.1;1.3;1.1;2001-05-31;1021;Terra;MODIS;80;6.03;309.9;24.4;D;0
Point (14.47550000000000026 36.97939999999999827);36.9794;14.4755;352.5;1.3;1.1;2001-05-31;1021;Terra;MODIS;95;6.03;310.6;74.2;D;0
Point (14.48939999999999984 36.97679999999999723);36.9768;14.4894;353.3;1.3;1.1;2001-05-31;1021;Terra;MODIS;96;6.03;309.8;77;D;0
Point (14.34500000000000064 37.1548000000000016);37.1548;14.345;323.7;1;1;2001-06-02;1008;Terra;MODIS;64;6.03;307.8;6.7;D;0
Point (14.60060000000000002 37.30060000000000286);37.3006;14.6006;323.4;1;1;2001-06-02;1008;Terra;MODIS;62;6.03;308.8;7.2;D;0
Point (14.61190000000000033 37.29879999999999995);37.2988;14.6119;322.6;1;1;2001-06-02;1008;Terra;MODIS;59;6.03;308.1;6.4;D;0
Point (15.10849999999999937 37.6828000000000003);37.6828;15.1085;321.8;1.1;1;2001-06-04;956;Terra;MODIS;38;6.03;307.8;7.3;D;2
Point (14.70219999999999949 37.56139999999999901);37.5614;14.7022;337.7;1.1;1;2001-06-04;956;Terra;MODIS;86;6.03;312.7;28.5;D;0
Point (14.36139999999999972 37.01619999999999777);37.0162;14.3614;315.9;2.3;1.5;2001-06-05;1039;Terra;MODIS;61;6.03;302;15.3;D;0
Point (15.29219999999999935 37.875);37.875;15.2922;324.4;1.4;1.2;2001-06-06;944;Terra;MODIS;0;6.03;303.4;20.8;D;2
Point (13.89639999999999986 37.1728999999999985);37.1729;13.8964;338.2;1.4;1.2;2001-06-07;1027;Terra;MODIS;86;6.03;307;50;D;0
Point (13.91269999999999918 37.16980000000000217);37.1698;13.9127;326.6;1.4;1.2;2001-06-07;1027;Terra;MODIS;71;6.03;305.5;23.2;D;0
Point (13.1144999999999996 38.10799999999999699);38.108;13.1145;324;1;1;2001-06-09;1014;Terra;MODIS;73;6.03;308.8;10;D;0
Point (13.12570000000000014 38.10620000000000118);38.1062;13.1257;330.1;1;1;2001-06-09;1014;Terra;MODIS;80;6.03;308.9;17.4;D;0
Point (12.98889999999999922 37.95550000000000068);37.9555;12.9889;312.3;3.5;1.8;2001-06-10;1057;Terra;MODIS;54;6.03;295.7;22.7;D;0
Point (13.07360000000000078 37.85969999999999658);37.8597;13.0736;323.4;1.1;1;2001-06-11;1002;Terra;MODIS;58;6.03;307.9;7;D;0
Point (14.95350000000000001 37.5876000000000019);37.5876;14.9535;329.3;1;1;2001-06-11;1002;Terra;MODIS;73;6.03;314.5;10.2;D;0
Point (14.79010000000000069 37.55539999999999878);37.5554;14.7901;335.7;1;1;2001-06-11;1002;Terra;MODIS;81;6.03;317;17;D;0
Point (13.2264999999999997 37.99819999999999709);37.9982;13.2265;316.6;1.5;1.2;2001-06-14;1032;Terra;MODIS;51;6.03;299.3;15.9;D;0
Point (12.77330000000000076 37.83440000000000225);37.8344;12.7733;328.5;1;1;2001-07-04;1007;Terra;MODIS;71;6.03;308.2;13.4;D;0
Point (14.67639999999999922 37.49380000000000024);37.4938;14.6764;329.8;1;1;2001-07-04;1007;Terra;MODIS;51;6.03;310.7;12.2;D;0
Point (14.67440000000000033 37.48490000000000322);37.4849;14.6744;335.5;1;1;2001-07-04;1007;Terra;MODIS;49;6.03;312.7;20;D;0
Point (13.38669999999999938 37.51839999999999975);37.5184;13.3867;335.4;1;1;2001-07-04;1007;Terra;MODIS;81;6.03;309.7;21.5;D;0
Point (13.87180000000000035 37.42060000000000031);37.4206;13.8718;333.9;1;1;2001-07-04;1007;Terra;MODIS;79;6.03;308.2;20;D;0
Point (14.04049999999999976 37.15579999999999927);37.1558;14.0405;326.5;1;1;2001-07-04;1007;Terra;MODIS;66;6.03;308.4;10.8;D;0
Point (14.05160000000000053 37.15409999999999968);37.1541;14.0516;332;1;1;2001-07-04;1007;Terra;MODIS;77;6.03;308.1;17.6;D;0
Point (13.34110000000000085 38.0578000000000003);38.0578;13.3411;323.6;1.2;1.1;2001-07-06;955;Terra;MODIS;41;6.03;306.5;11.2;D;0
Point (12.98249999999999993 37.84420000000000073);37.8442;12.9825;357.8;1.3;1.1;2001-07-06;955;Terra;MODIS;98;6.03;308.5;95.6;D;0
Point (12.99699999999999989 37.84259999999999735);37.8426;12.997;333.7;1.3;1.1;2001-07-06;955;Terra;MODIS;78;6.03;307.3;27.7;D;0
Point (12.98080000000000034 37.8340999999999994);37.8341;12.9808;333.1;1.3;1.1;2001-07-06;955;Terra;MODIS;78;6.03;306.7;27.8;D;0
Point (12.97439999999999927 37.83610000000000184);37.8361;12.9744;328.5;1.3;1.1;2001-07-06;955;Terra;MODIS;69;6.03;306.5;19.8;D;0
Point (12.98900000000000077 37.83440000000000225);37.8344;12.989;336.6;1.3;1.1;2001-07-06;955;Terra;MODIS;82;6.03;307;35.5;D;0
Point (14.20420000000000016 37.24519999999999698);37.2452;14.2042;331.6;1.1;1.1;2001-07-06;955;Terra;MODIS;73;6.03;311.7;16.4;D;0
Point (13.87020000000000053 37.88889999999999958);37.8889;13.8702;328.8;1.4;1.2;2001-07-06;2059;Terra;MODIS;100;6.03;297.2;38.1;N;0
Point (13.88909999999999911 37.88170000000000215);37.8817;13.8891;331.5;1.3;1.2;2001-07-06;2059;Terra;MODIS;100;6.03;298;43.8;N;0
Point (13.87330000000000041 37.87879999999999825);37.8788;13.8733;321.3;1.4;1.2;2001-07-06;2059;Terra;MODIS;100;6.03;296.9;25.1;N;0
Point (13.88630000000000031 37.89180000000000348);37.8918;13.8863;338.2;1.3;1.2;2001-07-06;2059;Terra;MODIS;100;6.03;297.3;58.8;N;0
Point (12.93270000000000053 37.81680000000000064);37.8168;12.9327;313.5;1.5;1.2;2001-07-06;2059;Terra;MODIS;87;6.03;294.1;19.5;N;0
Point (12.91639999999999944 37.8136999999999972);37.8137;12.9164;309.3;1.5;1.2;2001-07-06;2059;Terra;MODIS;77;6.03;294.1;13.7;N;0
Point (14.6056000000000008 37.29630000000000223);37.2963;14.6056;328.8;2.3;1.5;2001-07-07;1038;Terra;MODIS;76;6.03;310;43.7;D;0
Point (15.09510000000000041 36.93569999999999709);36.9357;15.0951;326.9;2;1.4;2001-07-07;2141;Terra;MODIS;100;6.03;296;64.8;N;0
Point (13.51340000000000074 37.36189999999999856);37.3619;13.5134;304.5;1.6;1.3;2001-07-07;2141;Terra;MODIS;60;6.03;291.5;11.5;N;0
Point (13.4953000000000003 37.36010000000000275);37.3601;13.4953;303.6;1.6;1.2;2001-07-07;2141;Terra;MODIS;56;6.03;291.9;10.2;N;0
Point (13.50670000000000037 37.36110000000000042);37.3611;13.5067;313.4;1.6;1.3;2001-07-07;2141;Terra;MODIS;87;6.03;291.9;22.8;N;0
Point (12.85510000000000019 38.03880000000000194);38.0388;12.8551;309.8;1.5;1.2;2001-07-07;2142;Terra;MODIS;66;6.03;288.8;19;N;0
Point (13.99070000000000036 37.20459999999999923);37.2046;13.9907;330.4;1.6;1.3;2001-07-08;943;Terra;MODIS;83;6.03;310.6;23.5;D;0
Point (13.69009999999999927 37.29520000000000124);37.2952;13.6901;308.4;2.1;1.4;2001-07-08;2046;Terra;MODIS;74;6.03;294.2;19.6;N;0
Point (13.68420000000000059 37.29489999999999839);37.2949;13.6842;308.8;2.1;1.4;2001-07-08;2046;Terra;MODIS;75;6.03;294.3;21.5;N;0
Point (14.35960000000000036 36.99770000000000181);36.9977;14.3596;324.7;1.5;1.2;2001-07-09;1026;Terra;MODIS;59;6.03;308;12.2;D;0
Point (14.41910000000000025 36.96359999999999957);36.9636;14.4191;328.5;1.5;1.2;2001-07-09;1026;Terra;MODIS;64;6.03;310;14.3;D;0
Point (14.76200000000000045 37.86760000000000304);37.8676;14.762;329.8;1.1;1;2001-07-11;1013;Terra;MODIS;67;6.03;308.8;16.8;D;0
Point (14.91660000000000075 37.67530000000000001);37.6753;14.9166;339.3;1.1;1.1;2001-07-11;1013;Terra;MODIS;85;6.03;307.7;32.8;D;1
Point (13.95650000000000013 37.75900000000000034);37.759;13.9565;339.1;1;1;2001-07-11;1013;Terra;MODIS;84;6.03;311.1;31.6;D;0
Point (12.81949999999999967 37.82399999999999807);37.824;12.8195;328.2;1;1;2001-07-11;1013;Terra;MODIS;66;6.03;313.9;9.9;D;0
Point (12.83079999999999998 37.82229999999999848);37.8223;12.8308;332;1;1;2001-07-11;1013;Terra;MODIS;74;6.03;314.1;14.4;D;0
Point (12.81119999999999948 37.78840000000000288);37.7884;12.8112;329.9;1;1;2001-07-11;1013;Terra;MODIS;70;6.03;312.7;10.8;D;0
Point (14.25399999999999956 37.35669999999999646);37.3567;14.254;331.9;1.1;1;2001-07-11;1013;Terra;MODIS;59;6.03;315.1;10.1;D;0
Point (13.7284000000000006 37.42459999999999809);37.4246;13.7284;328.7;1;1;2001-07-11;1013;Terra;MODIS;59;6.03;316.1;10.5;D;0
Point (13.7262000000000004 37.41559999999999775);37.4156;13.7262;326.5;1;1;2001-07-11;1013;Terra;MODIS;33;6.03;313.3;7.7;D;0
Point (13.32409999999999961 37.46940000000000026);37.4694;13.3241;326.1;1;1;2001-07-11;1013;Terra;MODIS;42;6.03;312.9;7.6;D;0
Point (13.99590000000000067 37.37160000000000082);37.3716;13.9959;304.1;1;1;2001-07-11;2117;Terra;MODIS;58;6.03;293.9;4.4;N;0
Point (14.16230000000000011 37.4228999999999985);37.4229;14.1623;306.6;1;1;2001-07-11;2117;Terra;MODIS;69;6.03;293.9;6.3;N;0
Point (14.15109999999999957 37.42139999999999844);37.4214;14.1511;313.3;1;1;2001-07-11;2117;Terra;MODIS;87;6.03;294;10.9;N;0
Point (14.82150000000000034 37.83449999999999847);37.8345;14.8215;313.8;1;1;2001-07-11;2117;Terra;MODIS;88;6.03;291.1;13.1;N;0
Point (14.8102999999999998 37.83299999999999841);37.833;14.8103;309.1;1;1;2001-07-11;2117;Terra;MODIS;77;6.03;291.8;9.4;N;0
Point (15.42099999999999937 38.03249999999999886);38.0325;15.421;308.2;1.1;1;2001-07-11;2117;Terra;MODIS;74;6.03;293.2;7.8;N;0
Point (13.37870000000000026 38.06499999999999773);38.065;13.3787;334.5;1.1;1;2001-07-13;1001;Terra;MODIS;81;6.03;309.7;22.1;D;2
Point (14.55879999999999974 37.52960000000000207);37.5296;14.5588;349.7;1;1;2001-07-13;1001;Terra;MODIS;92;6.03;321.2;38.3;D;0
Point (14.57000000000000028 37.52799999999999869);37.528;14.57;345.2;1;1;2001-07-13;1001;Terra;MODIS;89;6.03;319.9;29.4;D;0
Point (13.46690000000000076 37.38239999999999696);37.3824;13.4669;334.2;1.1;1;2001-07-13;1001;Terra;MODIS;73;6.03;314.5;15.8;D;0
Point (14.81460000000000043 37.198599999999999);37.1986;14.8146;336.1;1;1;2001-07-13;1001;Terra;MODIS;74;6.03;317.9;16.9;D;0
Point (13.47700000000000031 37.37169999999999703);37.3717;13.477;334.1;1.1;1;2001-07-13;1001;Terra;MODIS;73;6.03;315;15.6;D;0
Point (14.32859999999999978 37.24839999999999662);37.2484;14.3286;327.8;1;1;2001-07-13;1001;Terra;MODIS;46;6.03;313.5;8.3;D;0
Point (13.04320000000000057 37.91369999999999862);37.9137;13.0432;303.5;1.2;1.1;2001-07-13;2105;Terra;MODIS;56;6.03;292.3;7.1;N;0
Point (13.1036999999999999 37.85459999999999781);37.8546;13.1037;328.9;2.3;1.5;2001-07-14;1044;Terra;MODIS;65;6.03;311.9;29.8;D;0
Point (13.02480000000000082 37.85849999999999937);37.8585;13.0248;327.7;2.3;1.5;2001-07-14;1044;Terra;MODIS;54;6.03;312.6;25.7;D;0
Point (12.84580000000000055 37.81739999999999924);37.8174;12.8458;324.9;2.2;1.4;2001-07-14;1044;Terra;MODIS;58;6.03;310.9;24.7;D;0
Point (13.01989999999999981 37.87720000000000198);37.8772;13.0199;309.5;1.9;1.4;2001-07-14;2148;Terra;MODIS;78;6.03;293;22.9;N;0
Point (14.23809999999999931 37.3125);37.3125;14.2381;329.6;1.3;1.1;2001-07-15;949;Terra;MODIS;61;6.03;314;12.8;D;0
Point (13.81380000000000052 37.32739999999999725);37.3274;13.8138;351.1;1.4;1.2;2001-07-15;949;Terra;MODIS;94;6.03;314.2;75.8;D;0
Point (13.82910000000000039 37.32569999999999766);37.3257;13.8291;334.7;1.4;1.2;2001-07-15;949;Terra;MODIS;76;6.03;312.9;28.5;D;0
Point (14.01459999999999972 37.19380000000000308);37.1938;14.0146;328.2;1.3;1.1;2001-07-15;949;Terra;MODIS;52;6.03;310.3;12.3;D;0
Point (13.04279999999999973 37.83650000000000091);37.8365;13.0428;304.5;1.8;1.3;2001-07-15;2053;Terra;MODIS;60;6.03;292;11.9;N;0
Point (14.5237999999999996 37.34720000000000084);37.3472;14.5238;303.6;1.5;1.2;2001-07-16;2135;Terra;MODIS;56;6.03;292.3;8.1;N;0
Point (14.10110000000000063 37.83709999999999951);37.8371;14.1011;338;1.5;1.2;2001-07-16;2135;Terra;MODIS;100;6.03;284.5;71.5;N;0
Point (14.08559999999999945 37.83550000000000324);37.8355;14.0856;310.6;1.5;1.2;2001-07-16;2135;Terra;MODIS;80;6.03;282.5;18.8;N;0
Point (14.11209999999999987 37.83129999999999882);37.8313;14.1121;309;1.5;1.2;2001-07-16;2135;Terra;MODIS;76;6.03;284.1;15.8;N;0
Point (14.09750000000000014 37.82990000000000208);37.8299;14.0975;327.4;1.5;1.2;2001-07-16;2135;Terra;MODIS;100;6.03;285.3;46.1;N;0
Point (14.09549999999999947 37.84060000000000201);37.8406;14.0955;316.6;1.5;1.2;2001-07-16;2135;Terra;MODIS;94;6.03;281.8;26.3;N;0
Point (15.5622000000000007 38.28130000000000166);38.2813;15.5622;329;1.8;1.3;2001-07-16;2136;Terra;MODIS;100;6.03;295;60.4;N;0
Point (14.50699999999999967 37.50500000000000256);37.505;14.507;325.4;1.9;1.3;2001-07-17;937;Terra;MODIS;67;6.03;308.7;17.7;D;0
Point (14.0561000000000007 37.18990000000000151);37.1899;14.0561;306.1;2.5;1.5;2001-07-17;2040;Terra;MODIS;42;6.03;291.7;26;N;0
Point (15.05840000000000067 37.41949999999999932);37.4195;15.0584;332.8;2.2;1.4;2001-07-17;2040;Terra;MODIS;100;6.03;294.2;98.8;N;2
Point (14.76449999999999996 37.71860000000000213);37.7186;14.7645;313.6;2.2;1.4;2001-07-17;2040;Terra;MODIS;87;6.03;292.3;37.1;N;0
Point (14.78200000000000003 37.72200000000000131);37.722;14.782;302.3;2.2;1.4;2001-07-17;2040;Terra;MODIS;48;6.03;292.2;15.5;N;0
Point (14.75820000000000043 37.71679999999999922);37.7168;14.7582;307.8;2.2;1.4;2001-07-17;2040;Terra;MODIS;73;6.03;291.9;26;N;0
Point (13.46340000000000003 37.99170000000000158);37.9917;13.4634;325.8;1.1;1.1;2001-07-18;1019;Terra;MODIS;70;6.03;311.6;10.6;D;0
Point (15.03069999999999951 37.87980000000000302);37.8798;15.0307;326.6;1.3;1.1;2001-07-18;1019;Terra;MODIS;51;6.03;311.8;13.5;D;0
Point (12.79870000000000019 37.78900000000000148);37.789;12.7987;328.1;1.1;1;2001-07-18;1019;Terra;MODIS;54;6.03;313.9;10.5;D;0
Point (12.7820999999999998 37.77259999999999707);37.7726;12.7821;333.3;1.1;1;2001-07-18;1019;Terra;MODIS;76;6.03;311.7;16.5;D;0
Point (14.62359999999999971 37.15559999999999974);37.1556;14.6236;330.6;1.3;1.1;2001-07-18;1020;Terra;MODIS;54;6.03;317;13.2;D;0
Point (14.96720000000000006 37.69140000000000157);37.6914;14.9672;303.1;1.1;1.1;2001-07-18;2123;Terra;MODIS;27;6.03;288.8;6.1;N;1
Point (14.96509999999999962 37.70080000000000098);37.7008;14.9651;303.8;1.1;1.1;2001-07-18;2123;Terra;MODIS;13;6.03;289.3;6.6;N;1
Point (13.34830000000000005 37.93820000000000192);37.9382;13.3483;321.2;3.6;1.8;2001-07-19;924;Terra;MODIS;61;6.03;304.7;49.1;D;0
Point (14.9870000000000001 37.67909999999999826);37.6791;14.987;365;2.8;1.6;2001-07-19;924;Terra;MODIS;87;6.03;311.7;387.5;D;1
Point (15.01750000000000007 37.67719999999999914);37.6772;15.0175;355.8;2.8;1.6;2001-07-19;924;Terra;MODIS;85;6.03;311.6;276;D;1
Point (14.97860000000000014 37.67660000000000053);37.6766;14.9786;338.4;2.8;1.6;2001-07-19;924;Terra;MODIS;74;6.03;308.1;121.6;D;1
Point (15.00949999999999918 37.67450000000000188);37.6745;15.0095;350.4;2.8;1.6;2001-07-19;924;Terra;MODIS;82;6.03;310.8;220.6;D;1
Point (12.68030000000000079 38.09060000000000201);38.0906;12.6803;327.1;4.1;1.9;2001-07-19;1102;Terra;MODIS;0;6.03;298;124.6;D;0
Point (12.68050000000000033 38.10229999999999961);38.1023;12.6805;325.2;4.1;1.9;2001-07-19;1102;Terra;MODIS;0;6.03;296.9;108.2;D;0
Point (15.00709999999999944 37.67340000000000089);37.6734;15.0071;341.6;3.3;1.7;2001-07-19;2028;Terra;MODIS;100;6.03;294.9;256.9;N;1
Point (14.96819999999999951 37.66409999999999769);37.6641;14.9682;318.9;3.3;1.7;2001-07-19;2028;Terra;MODIS;97;6.03;291.7;88;N;1
Point (14.96690000000000076 37.67999999999999972);37.68;14.9669;337.8;3.3;1.7;2001-07-19;2028;Terra;MODIS;100;6.03;292.9;220;N;1
Point (15.0022000000000002 37.66949999999999932);37.6695;15.0022;325;3.3;1.7;2001-07-19;2028;Terra;MODIS;100;6.03;293.5;125.1;N;1
Point (14.9634999999999998 37.65999999999999659);37.66;14.9635;306.5;3.3;1.7;2001-07-19;2028;Terra;MODIS;46;6.03;291;33.3;N;1
Point (14.96170000000000044 37.6758000000000024);37.6758;14.9617;327.7;3.3;1.7;2001-07-19;2028;Terra;MODIS;100;6.03;291.6;139.2;N;1
Point (14.96010000000000062 37.6916000000000011);37.6916;14.9601;319.9;3.3;1.7;2001-07-19;2028;Terra;MODIS;99;6.03;289.7;91.1;N;1
Point (14.95700000000000074 37.70709999999999695);37.7071;14.957;315.9;3.3;1.7;2001-07-19;2028;Terra;MODIS;89;6.03;288.9;74.1;N;1
Point (13.59019999999999939 37.65559999999999974);37.6556;13.5902;302.1;4;1.9;2001-07-19;2028;Terra;MODIS;47;6.03;289.1;35.7;N;0
Point (15.01559999999999917 37.85730000000000217);37.8573;15.0156;332.3;1;1;2001-07-20;1007;Terra;MODIS;81;6.03;308;18.7;D;0
Point (14.99319999999999986 37.67560000000000286);37.6756;14.9932;403.5;1;1;2001-07-20;1007;Terra;MODIS;87;6.03;326.1;268.2;D;1
Point (15.0046999999999997 37.67379999999999995);37.6738;15.0047;423.7;1;1;2001-07-20;1007;Terra;MODIS;75;6.03;335.9;425.5;D;1
Point (14.99130000000000074 37.66660000000000252);37.6666;14.9913;347.9;1;1;2001-07-20;1007;Terra;MODIS;92;6.03;311;42.9;D;1
Point (15.00280000000000058 37.66479999999999961);37.6648;15.0028;360.3;1;1;2001-07-20;1007;Terra;MODIS;100;6.03;312.7;72.9;D;1
Point (13.15150000000000041 37.8849000000000018);37.8849;13.1515;323.6;1;1;2001-07-20;1007;Terra;MODIS;41;6.03;309.4;7.1;D;0
Point (13.16269999999999918 37.88329999999999842);37.8833;13.1627;326.3;1;1;2001-07-20;1007;Terra;MODIS;66;6.03;310;11;D;0
Point (14.37909999999999933 37.36350000000000193);37.3635;14.3791;344.1;1;1;2001-07-20;1007;Terra;MODIS;89;6.03;313.6;34;D;2
Point (14.39039999999999964 37.36180000000000234);37.3618;14.3904;330.3;1;1;2001-07-20;1007;Terra;MODIS;71;6.03;311.6;11.8;D;0
Point (13.74009999999999998 37.42190000000000083);37.4219;13.7401;325.8;1;1;2001-07-20;1007;Terra;MODIS;51;6.03;311.8;8;D;0
Point (14.41849999999999987 37.31119999999999948);37.3112;14.4185;336.7;1;1;2001-07-20;1007;Terra;MODIS;81;6.03;316.5;18.7;D;0
Point (14.42970000000000041 37.30949999999999989);37.3095;14.4297;361.8;1;1;2001-07-20;1007;Terra;MODIS;100;6.03;315.4;71.9;D;0
Point (14.41440000000000055 37.29339999999999833);37.2934;14.4144;331.5;1;1;2001-07-20;1007;Terra;MODIS;72;6.03;315.5;12.8;D;0
Point (14.42559999999999931 37.29160000000000252);37.2916;14.4256;330.8;1;1;2001-07-20;1007;Terra;MODIS;68;6.03;314.6;11.6;D;0
Point (14.2563999999999993 37.18800000000000239);37.188;14.2564;333.3;1;1;2001-07-20;1007;Terra;MODIS;76;6.03;314.6;11.8;D;0
Point (14.26759999999999984 37.1863000000000028);37.1863;14.2676;333.6;1;1;2001-07-20;1007;Terra;MODIS;70;6.03;316;12.8;D;0
Point (14.19870000000000054 37.18760000000000332);37.1876;14.1987;328.1;1;1;2001-07-20;1007;Terra;MODIS;64;6.03;313.2;7.2;D;0
Point (14.2544000000000004 37.17909999999999826);37.1791;14.2544;331.2;1;1;2001-07-20;1007;Terra;MODIS;42;6.03;315.6;8.7;D;0
Point (14.4568999999999992 37.00930000000000319);37.0093;14.4569;329.2;1;1;2001-07-20;1007;Terra;MODIS;68;6.03;311.9;11.6;D;0
Point (14.98370000000000068 36.90639999999999787);36.9064;14.9837;308.6;1;1;2001-07-20;2111;Terra;MODIS;62;6.03;293.1;8.3;N;0
Point (14.97250000000000014 36.9048000000000016);36.9048;14.9725;309;1;1;2001-07-20;2111;Terra;MODIS;64;6.03;293.1;8.5;N;0
Point (14.60180000000000078 37.20100000000000051);37.201;14.6018;301.9;1;1;2001-07-20;2111;Terra;MODIS;45;6.03;291.7;4.8;N;0
Point (15.00650000000000084 37.66680000000000206);37.6668;15.0065;379;1;1;2001-07-20;2111;Terra;MODIS;100;6.03;305.2;148.2;N;1
Point (14.9953000000000003 37.66519999999999868);37.6652;14.9953;419.4;1;1;2001-07-20;2111;Terra;MODIS;100;6.03;320.6;389;N;1
Point (15.00450000000000017 37.67569999999999908);37.6757;15.0045;409;1;1;2001-07-20;2111;Terra;MODIS;100;6.03;320.5;309.6;N;1
Point (14.99329999999999963 37.67410000000000281);37.6741;14.9933;413.7;1;1;2001-07-20;2111;Terra;MODIS;100;6.03;317.8;342.9;N;1
Point (15.15970000000000084 37.9007000000000005);37.9007;15.1597;303.6;1;1;2001-07-20;2111;Terra;MODIS;56;6.03;292;5.8;N;0
Point (15.0193999999999992 37.66610000000000014);37.6661;15.0194;354.4;4.3;1.9;2001-07-21;912;Terra;MODIS;85;6.03;295.4;546;D;1
Point (15.01069999999999993 37.66460000000000008);37.6646;15.0107;356.7;4.3;1.9;2001-07-21;912;Terra;MODIS;85;6.03;297.6;595.8;D;1
Point (15.00389999999999979 37.67779999999999774);37.6778;15.0039;383.6;3.8;1.8;2001-07-21;1050;Terra;MODIS;89;6.03;304.1;1110.3;D;1
Point (15.00339999999999918 37.66080000000000183);37.6608;15.0034;366.1;3.8;1.8;2001-07-21;1050;Terra;MODIS;100;6.03;302;658.5;D;1
Point (14.99660000000000082 37.67110000000000269);37.6711;14.9966;371.7;3.8;1.8;2001-07-21;1050;Terra;MODIS;82;6.03;305.4;792;D;1
Point (14.99489999999999945 37.65440000000000254);37.6544;14.9949;339;3.8;1.8;2001-07-21;1050;Terra;MODIS;89;6.03;300.3;234.7;D;1
Point (15.11350000000000016 37.58160000000000167);37.5816;15.1135;315;3.9;1.8;2001-07-21;1050;Terra;MODIS;18;6.03;296.2;37.4;D;2
Point (13.0580999999999996 37.86319999999999908);37.8632;13.0581;325.5;2.9;1.6;2001-07-21;1050;Terra;MODIS;75;6.03;304.9;57.1;D;0
Point (13.05209999999999937 37.86110000000000042);37.8611;13.0521;323.7;2.9;1.6;2001-07-21;1050;Terra;MODIS;72;6.03;305.1;50.1;D;0
Point (13.57339999999999947 37.42300000000000182);37.423;13.5734;327.5;3.2;1.7;2001-07-21;1050;Terra;MODIS;81;6.03;305;83.1;D;0
